white_id,white_rating 
nachoilles6417                                                                                      ,1690
jhederih6418                                                                                        ,1252
james2256419                                                                                        ,1359
gorrillabob6420                                                                                     ,1384
dpoty6421                                                                                           ,1445
dpoty6422                                                                                           ,1466
dpoty6423                                                                                           ,1492
dpoty6424                                                                                           ,1487
dpoty6425                                                                                           ,1503
dpoty6426                                                                                           ,1511
dpoty6427                                                                                           ,1499
dpoty6428                                                                                           ,1480
fjsr6429                                                                                            ,1397
dpoty6430                                                                                           ,1491
dpoty6431                                                                                           ,1474
dpoty6432                                                                                           ,1477
dpoty6433                                                                                           ,1490
dpoty6434                                                                                           ,1462
dpoty6435                                                                                           ,1435
dpoty6436                                                                                           ,1404
ellelawliet6437                                                                                     ,1355
dpoty6438                                                                                           ,1444
alejandr6439                                                                                        ,1104
dpoty6440                                                                                           ,1441
schwert6441                                                                                         ,1715
riemannn6442                                                                                        ,1744
nitin1236443                                                                                        ,1177
angborxley6444                                                                                      ,1423
nitin1236445                                                                                        ,1185
petruchio6446                                                                                       ,1421
elixr6447                                                                                           ,1450
thehip6448                                                                                          ,1301
nitin1236449                                                                                        ,1211
golal6450                                                                                           ,1228
golal6451                                                                                           ,1228
awesomegurl6452                                                                                     ,1500
basila6453                                                                                          ,1038
sysodaff6454                                                                                        ,1523
sysodaff6455                                                                                        ,1558
nepnep6456                                                                                          ,1689
hellohello116457                                                                                    ,1752
sysodaff6458                                                                                        ,1500
ninjoe6459                                                                                          ,1423
joethoma6460                                                                                        ,1764
ahmedgomez6461                                                                                      ,1445
ahmedgomez6462                                                                                      ,1445
ahmedgomez6463                                                                                      ,1445
ahmedgomez6464                                                                                      ,1445
ahmedgomez6465                                                                                      ,1445
ahmedgomez6466                                                                                      ,1445
ahmedgomez6467                                                                                      ,1445
mahmoud_safyan6468                                                                                  ,1649
mahmoud_safyan6469                                                                                  ,1649
mahmoud_safyan6470                                                                                  ,1649
ahmedgomez6471                                                                                      ,1445
mahmoud_safyan6472                                                                                  ,1649
ahmedgomez6473                                                                                      ,1445
mahmoud_safyan6474                                                                                  ,1649
mahmoud_safyan6475                                                                                  ,1649
ahmedgomez6476                                                                                      ,1450
mahmoud_safyan6477                                                                                  ,1649
abdallah_t_mahmoud6478                                                                              ,1702
tzgeorgios6479                                                                                      ,1683
mahmoud_safyan6480                                                                                  ,1649
ouroboros19846481                                                                                   ,1627
mahmoud_safyan6482                                                                                  ,1649
mahmoud_safyan6483                                                                                  ,1649
doomchess6484                                                                                       ,1703
casparon6485                                                                                        ,1718
mahmoud_safyan6486                                                                                  ,1649
mahmoud_safyan6487                                                                                  ,1649
jbrzo6488                                                                                           ,1901
andolo6489                                                                                          ,1799
mahmoud_safyan6490                                                                                  ,1594
russia-tambov6491                                                                                   ,1765
georgethes6492                                                                                      ,1670
dennider6493                                                                                        ,1677
ahmedgomez6494                                                                                      ,1455
mahmoud_safyan6495                                                                                  ,1549
mahmoud_safyan6496                                                                                  ,1564
ahmedgomez6497                                                                                      ,1432
mahmoud_safyan6498                                                                                  ,1560
ahmedgomez6499                                                                                      ,1449
mahmoud_safyan6500                                                                                  ,1560
mahmoud_safyan6501                                                                                  ,1542
lalikir6502                                                                                         ,1655
mahmoud_safyan6503                                                                                  ,1535
ak66646504                                                                                          ,1586
ak66646505                                                                                          ,1586
a55s726506                                                                                          ,1670
ak66646507                                                                                          ,1500
a55s726508                                                                                          ,1500
giantcowfilms6509                                                                                   ,1500
mehmetali_t6510                                                                                     ,1538
mehmetali_t6511                                                                                     ,1528
mehmetali_t6512                                                                                     ,1528
mehmetali_t6513                                                                                     ,1528
mehmetali_t6514                                                                                     ,1528
ka00176515                                                                                          ,1473
mehmetali_t6516                                                                                     ,1518
mehmetali_t6517                                                                                     ,1518
mehmetali_t6518                                                                                     ,1518
mehmetali_t6519                                                                                     ,1518
mehmetali_t6520                                                                                     ,1518
mehmetali_t6521                                                                                     ,1518
mehmetali_t6522                                                                                     ,1518
mehmetali_t6523                                                                                     ,1518
a_arda_y6524                                                                                        ,1500
barneystinsonking6525                                                                               ,1471
mehmetali_t6526                                                                                     ,1518
vasia16527                                                                                          ,1746
mehmetali_t6528                                                                                     ,1532
kmlarm6529                                                                                          ,1359
mehmetali_t6530                                                                                     ,1541
mehmetali_t6531                                                                                     ,1557
mehmetali_t6532                                                                                     ,1549
u_durucay6533                                                                                       ,1689
ogul6534                                                                                            ,1577
serg22236535                                                                                        ,1659
volpe_v26536                                                                                        ,1383
arunava106537                                                                                       ,1643
arunava106538                                                                                       ,1596
arunava106539                                                                                       ,1522
arunava106540                                                                                       ,1461
navin6541                                                                                           ,1500
arunava106542                                                                                       ,1500
wangman726543                                                                                       ,1500
jp8196544                                                                                           ,1698
arunava106545                                                                                       ,1500
athrye6546                                                                                          ,1236
tealeaf6547                                                                                         ,1500
ozuoze6548                                                                                          ,1576
hargle6549                                                                                          ,1333
kasrah6550                                                                                          ,1335
karsh6551                                                                                           ,1336
karsh6552                                                                                           ,1326
ultrablack156553                                                                                    ,1052
karsh6554                                                                                           ,1318
karsh6555                                                                                           ,1309
athrye6556                                                                                          ,1161
raz13366557                                                                                         ,1500
karsh6558                                                                                           ,1297
dominik200812146559                                                                                 ,1365
karsh6560                                                                                           ,1291
mahdirahimipargoo6561                                                                               ,1581
mr_906562                                                                                           ,1434
briseidalinnankivi6563                                                                              ,1324
karsh6564                                                                                           ,1252
briseidalinnankivi6565                                                                              ,1333
karsh6566                                                                                           ,1235
unruckyluke6567                                                                                     ,1191
karsh6568                                                                                           ,1241
allknightythen6569                                                                                  ,1026
dearj6570                                                                                           ,1029
karsh6571                                                                                           ,1179
dearj6572                                                                                           ,1077
ignut6573                                                                                           ,982
ravoshm6574                                                                                         ,1005
karsh6575                                                                                           ,1011
ravoshm6576                                                                                         ,1026
karsh6577                                                                                           ,992
ro74cky6578                                                                                         ,1483
gamingprof6579                                                                                      ,1573
gamingprof6580                                                                                      ,1561
laguigne6581                                                                                        ,1533
gamingprof6582                                                                                      ,1538
and29rey6583                                                                                        ,1385
gamingprof6584                                                                                      ,1508
gamingprof6585                                                                                      ,1498
rikjariccardo6586                                                                                   ,1857
eloy306587                                                                                          ,1570
didenko777sds6588                                                                                   ,1547
gamingprof6589                                                                                      ,1527
jamiecampos6590                                                                                     ,1406
csekebeni6591                                                                                       ,1344
gamingprof6592                                                                                      ,1514
gamingprof6593                                                                                      ,1520
tomeier6594                                                                                         ,1538
gamingprof6595                                                                                      ,1542
kilro6596                                                                                           ,1454
farnaz-sh656597                                                                                     ,1654
nalamothu6598                                                                                       ,1537
white_slonik6599                                                                                    ,1984
markalone86600                                                                                      ,1356
gamingprof6601                                                                                      ,1499
gamingprof6602                                                                                      ,1512
snowneko6603                                                                                        ,1578
gamingprof6604                                                                                      ,1506
amirhossein20146605                                                                                 ,1757
amirhossein20146606                                                                                 ,1757
amirhossein20146607                                                                                 ,1757
amirhossein20146608                                                                                 ,1757
hh886609                                                                                            ,1962
amirhossein20146610                                                                                 ,1741
amirhossein20146611                                                                                 ,1731
chessaurio6612                                                                                      ,1922
amirhossein20146613                                                                                 ,1731
amirhossein20146614                                                                                 ,1731
mlatasrb6615                                                                                        ,1989
amirhossein20146616                                                                                 ,1731
nadir1236617                                                                                        ,1859
amirhossein20146618                                                                                 ,1731
marketa276619                                                                                       ,1944
amirhossein20146620                                                                                 ,1731
feykinecevapalanadam6621                                                                            ,1881
sergeyb786622                                                                                       ,1806
amirhossein20146623                                                                                 ,1731
amirhossein20146624                                                                                 ,1713
oniav6625                                                                                           ,1856
amirhossein20146626                                                                                 ,1701
ordo6627                                                                                            ,1947
amirhossein20146628                                                                                 ,1701
aleks_19696629                                                                                      ,1859
amirhossein20146630                                                                                 ,1701
antagui6631                                                                                         ,1858
amirhossein20146632                                                                                 ,1701
zubr21106633                                                                                        ,1868
amirhossein20146634                                                                                 ,1701
jdvober6635                                                                                         ,1822
tonasacre6636                                                                                       ,1833
amirhossein20146637                                                                                 ,1701
vladimir56787656638                                                                                 ,1897
amirhossein20146639                                                                                 ,1701
farshiiiid6640                                                                                      ,1841
albatz596641                                                                                        ,1832
nooberdog6642                                                                                       ,1510
borhen6643                                                                                          ,1479
arnomass6644                                                                                        ,1409
arnomass6645                                                                                        ,1426
profetagentileza6646                                                                                ,1428
arnomass6647                                                                                        ,1449
immanu-el6648                                                                                       ,1497
gudimov6649                                                                                         ,1507
marmooool6650                                                                                       ,1390
arnomass6651                                                                                        ,1451
parth_zalaa6652                                                                                     ,1451
arnomass6653                                                                                        ,1449
miguelpor515846654                                                                                  ,1362
arnomass6655                                                                                        ,1488
cheateralert6656                                                                                    ,1574
arnomass6657                                                                                        ,1506
capt746658                                                                                          ,1394
arnomass6659                                                                                        ,1531
arslan19926660                                                                                      ,1531
barbaram6661                                                                                        ,1253
curseofthesadmonk6662                                                                               ,1673
arnomass6663                                                                                        ,1553
arnomass6664                                                                                        ,1557
dsrxjtg6665                                                                                         ,1934
tony9956666                                                                                         ,1949
tony9956667                                                                                         ,1949
monclayer26668                                                                                      ,1776
tony9956669                                                                                         ,1949
pol20136670                                                                                         ,1845
nuhbek6671                                                                                          ,2057
nuhbek6672                                                                                          ,2057
tony9956673                                                                                         ,1949
palermo10166674                                                                                     ,2033
wblake666675                                                                                        ,2021
tony9956676                                                                                         ,1949
chstrhck61616677                                                                                    ,2276
ipetrov1234566678                                                                                   ,1874
ipetrov1234566679                                                                                   ,1883
fernandoantonio6680                                                                                 ,1707
tony9956681                                                                                         ,1500
marinho_7976682                                                                                     ,1392
antoniusblockk6683                                                                                  ,1342
smartguy1016684                                                                                     ,1077
smartguy1016685                                                                                     ,1057
houseof6686                                                                                         ,1286
smartguy1016687                                                                                     ,1068
macetico6688                                                                                        ,1428
axouu6689                                                                                           ,1291
fghhh6690                                                                                           ,1612
smartguy1016691                                                                                     ,1006
turgaycanoglu6692                                                                                   ,1553
smartguy1016693                                                                                     ,1015
farmoa116694                                                                                        ,1297
kingtakesking6695                                                                                   ,1738
mrbass6696                                                                                          ,1130
smartguy1016697                                                                                     ,1047
chopinesque6698                                                                                     ,1335
siakhatar_gh6699                                                                                    ,1321
shahrooz8886700                                                                                     ,1826
spotter6701                                                                                         ,1364
esteban1056702                                                                                      ,1422
esteban1056703                                                                                      ,999
thechuff6704                                                                                        ,1241
aysallinn6705                                                                                       ,1430
grandmuppet6706                                                                                     ,1259
monoreto6707                                                                                        ,1182
thechuff6708                                                                                        ,1428
fede226709                                                                                          ,1286
thechuff6710                                                                                        ,1574
thechuff6711                                                                                        ,1500
gigah6712                                                                                           ,1314
dbercaw6713                                                                                         ,996
crixin6714                                                                                          ,1185
dbercaw6715                                                                                         ,1009
crixin6716                                                                                          ,1187
thunderleon6717                                                                                     ,1107
draconikus6718                                                                                      ,1307
crixin6719                                                                                          ,1194
afberretta6720                                                                                      ,1287
crosshair6721                                                                                       ,1047
crosshair6722                                                                                       ,1047
crosshair6723                                                                                       ,1047
crixin6724                                                                                          ,1217
nebmes6725                                                                                          ,1253
crixin6726                                                                                          ,1212
sweetkhajiit6727                                                                                    ,1194
jvc919946728                                                                                        ,1356
crixin6729                                                                                          ,1214
yefi6730                                                                                            ,1352
crixin6731                                                                                          ,1206
ladynorth6732                                                                                       ,1306
crixin6733                                                                                          ,1223
crixin6734                                                                                          ,1212
crixin6735                                                                                          ,1218
baburao6736                                                                                         ,1386
dsebas326737                                                                                        ,1315
limalorenzo6738                                                                                     ,1264
crixin6739                                                                                          ,1257
crixin6740                                                                                          ,1264
lfilipio6741                                                                                        ,1352
crixin6742                                                                                          ,1281
zaho3a6743                                                                                          ,1331
dookieface6744                                                                                      ,1380
m-gibellato6745                                                                                     ,1023
crixin6746                                                                                          ,1240
siciliano136747                                                                                     ,1233
axouu6748                                                                                           ,1446
crixin6749                                                                                          ,1243
i_vr6750                                                                                            ,1305
crixin6751                                                                                          ,1215
thesneakyolive6752                                                                                  ,1281
crixin6753                                                                                          ,1209
thesneakyolive6754                                                                                  ,1297
crixin6755                                                                                          ,1202
thesneakyolive6756                                                                                  ,1330
crixin6757                                                                                          ,1217
imandrastoth6758                                                                                    ,1832
ftffgff6759                                                                                         ,1500
sergeypolozhiev6760                                                                                 ,2002
sergeypolozhiev6761                                                                                 ,1997
sergeypolozhiev6762                                                                                 ,1988
darby746763                                                                                         ,1916
nahuelam6764                                                                                        ,2194
sergeypolozhiev6765                                                                                 ,2013
ghasemsinger6766                                                                                    ,2010
sergeypolozhiev6767                                                                                 ,2035
sergeypolozhiev6768                                                                                 ,2046
bobficher19816769                                                                                   ,2046
sop6770                                                                                             ,1994
sergeypolozhiev6771                                                                                 ,2047
sergeypolozhiev6772                                                                                 ,2055
joseto6773                                                                                          ,2050
sergeypolozhiev6774                                                                                 ,2034
sergeypolozhiev6775                                                                                 ,2046
fantasticthinking6776                                                                               ,2111
sergeypolozhiev6777                                                                                 ,2054
fantasticthinking6778                                                                               ,2063
kyman056779                                                                                         ,1906
sergeypolozhiev6780                                                                                 ,2050
gena19356781                                                                                        ,2003
sergeypolozhiev6782                                                                                 ,2040
sp2476783                                                                                           ,2328
sergeypolozhiev6784                                                                                 ,2035
mateochess6785                                                                                      ,2005
sergeypolozhiev6786                                                                                 ,2025
sergeypolozhiev6787                                                                                 ,2036
surajsahu016788                                                                                     ,2044
nesa106789                                                                                          ,2143
sergeypolozhiev6790                                                                                 ,2046
sergeypolozhiev6791                                                                                 ,2038
caratheodory6792                                                                                    ,2151
dkobra6793                                                                                          ,2294
sergeypolozhiev6794                                                                                 ,2046
constantchange6795                                                                                  ,2120
sergeypolozhiev6796                                                                                 ,2070
sergeypolozhiev6797                                                                                 ,2081
spencer236798                                                                                       ,1407
dhernandez1016799                                                                                   ,1418
manosop6800                                                                                         ,1500
hugodrx6801                                                                                         ,1500
dhernandez1016802                                                                                   ,1418
lb5546803                                                                                           ,949
dhernandez1016804                                                                                   ,1402
werill6805                                                                                          ,1471
dhernandez1016806                                                                                   ,1412
dhernandez1016807                                                                                   ,1430
rocketeer6808                                                                                       ,1360
dhernandez1016809                                                                                   ,1440
dhernandez1016810                                                                                   ,1435
dhernandez1016811                                                                                   ,1430
prantale6812                                                                                        ,990
camiui6813                                                                                          ,1104
dhernandez1016814                                                                                   ,1441
dhernandez1016815                                                                                   ,1424
dhernandez1016816                                                                                   ,1424
dhernandez1016817                                                                                   ,1424
dhernandez1016818                                                                                   ,1415
dhernandez1016819                                                                                   ,1408
quickben166820                                                                                      ,1262
dhernandez1016821                                                                                   ,1401
dhernandez1016822                                                                                   ,1392
dhernandez1016823                                                                                   ,1392
jackinnet6824                                                                                       ,1739
matein336825                                                                                        ,2043
dhernandez1016826                                                                                   ,1385
jimaeztro6827                                                                                       ,1500
kes12126828                                                                                         ,1526
ramadan20166829                                                                                     ,1500
dhernandez1016830                                                                                   ,1377
dhernandez1016831                                                                                   ,1377
dhernandez1016832                                                                                   ,1377
dhernandez1016833                                                                                   ,1377
